id,org_unit,indicator,period,deaths
11162,Machakos County,Total Perinatal Deaths,June 2025,35
11163,Machakos County,Total Perinatal Deaths,July 2025,37
11164,Machakos County,Total Perinatal Deaths,August 2025,28
11165,Machakos County,Total Perinatal Deaths,September 2025,27
11166,Machakos County,Total Perinatal Deaths,October 2025,38
11167,Machakos County,Total Perinatal Deaths,November 2025,33
11168,Machakos County,Total Perinatal Deaths,December 2025,34
11169,Machakos County,Total Perinatal Deaths,January 2026,32
11170,Machakos County,Total Perinatal Deaths,February 2026,33
11171,Machakos County,Total Perinatal Deaths,March 2026,34
11172,Machakos County,Total Perinatal Deaths,April 2026,40
11173,Makueni County,Total Perinatal Deaths,May 2025,55
11174,Makueni County,Total Perinatal Deaths,June 2025,35
11175,Makueni County,Total Perinatal Deaths,July 2025,39
11176,Makueni County,Total Perinatal Deaths,August 2025,46
11177,Makueni County,Total Perinatal Deaths,September 2025,30
11178,Makueni County,Total Perinatal Deaths,October 2025,27
11179,Makueni County,Total Perinatal Deaths,November 2025,32
11180,Makueni County,Total Perinatal Deaths,December 2025,26
11181,Makueni County,Total Perinatal Deaths,January 2026,38
11182,Makueni County,Total Perinatal Deaths,February 2026,28
11183,Makueni County,Total Perinatal Deaths,March 2026,40
11184,Makueni County,Total Perinatal Deaths,April 2026,22
11185,Mandera County,Total Perinatal Deaths,May 2025,35
11186,Mandera County,Total Perinatal Deaths,June 2025,16
11187,Mandera County,Total Perinatal Deaths,July 2025,25
11188,Mandera County,Total Perinatal Deaths,August 2025,41
11189,Mandera County,Total Perinatal Deaths,September 2025,39
11190,Mandera County,Total Perinatal Deaths,October 2025,49
11191,Mandera County,Total Perinatal Deaths,November 2025,41
11192,Mandera County,Total Perinatal Deaths,December 2025,42
11193,Mandera County,Total Perinatal Deaths,January 2026,47
11194,Mandera County,Total Perinatal Deaths,February 2026,31
11195,Mandera County,Total Perinatal Deaths,March 2026,47
11196,Mandera County,Total Perinatal Deaths,April 2026,34
11197,Marsabit County,Total Perinatal Deaths,May 2025,20
11198,Marsabit County,Total Perinatal Deaths,June 2025,13
11199,Marsabit County,Total Perinatal Deaths,July 2025,20
11200,Marsabit County,Total Perinatal Deaths,August 2025,19
11201,Marsabit County,Total Perinatal Deaths,September 2025,23
11202,Marsabit County,Total Perinatal Deaths,October 2025,26
11203,Marsabit County,Total Perinatal Deaths,November 2025,11
11204,Marsabit County,Total Perinatal Deaths,December 2025,28
11205,Marsabit County,Total Perinatal Deaths,January 2026,17
11206,Marsabit County,Total Perinatal Deaths,February 2026,12
11207,Marsabit County,Total Perinatal Deaths,March 2026,19
11208,Marsabit County,Total Perinatal Deaths,April 2026,16
11209,Meru County,Total Perinatal Deaths,May 2025,42
11210,Meru County,Total Perinatal Deaths,June 2025,35
11211,Meru County,Total Perinatal Deaths,July 2025,36
11212,Meru County,Total Perinatal Deaths,August 2025,43
11213,Meru County,Total Perinatal Deaths,September 2025,48
11214,Meru County,Total Perinatal Deaths,October 2025,110
11215,Meru County,Total Perinatal Deaths,November 2025,40
11216,Meru County,Total Perinatal Deaths,December 2025,35
11217,Meru County,Total Perinatal Deaths,January 2026,32
11218,Meru County,Total Perinatal Deaths,February 2026,45
11219,Meru County,Total Perinatal Deaths,March 2026,53
11220,Meru County,Total Perinatal Deaths,April 2026,45
11221,Migori County,Total Perinatal Deaths,May 2025,35
11222,Migori County,Total Perinatal Deaths,June 2025,23
11223,Migori County,Total Perinatal Deaths,July 2025,29
11224,Migori County,Total Perinatal Deaths,August 2025,50
11225,Migori County,Total Perinatal Deaths,September 2025,31
11226,Migori County,Total Perinatal Deaths,October 2025,37
11227,Migori County,Total Perinatal Deaths,November 2025,43
11228,Migori County,Total Perinatal Deaths,December 2025,53
11229,Migori County,Total Perinatal Deaths,January 2026,64
11230,Migori County,Total Perinatal Deaths,February 2026,36
11231,Migori County,Total Perinatal Deaths,March 2026,40
11232,Migori County,Total Perinatal Deaths,April 2026,42
11233,Mombasa County,Total Perinatal Deaths,May 2025,95
11234,Mombasa County,Total Perinatal Deaths,June 2025,74
11235,Mombasa County,Total Perinatal Deaths,July 2025,60
11236,Mombasa County,Total Perinatal Deaths,August 2025,71
11237,Mombasa County,Total Perinatal Deaths,September 2025,66
11238,Mombasa County,Total Perinatal Deaths,October 2025,70
11239,Mombasa County,Total Perinatal Deaths,November 2025,82
11240,Mombasa County,Total Perinatal Deaths,December 2025,57
11241,Mombasa County,Total Perinatal Deaths,January 2026,75
11242,Mombasa County,Total Perinatal Deaths,February 2026,68
11243,Mombasa County,Total Perinatal Deaths,March 2026,107
11244,Mombasa County,Total Perinatal Deaths,April 2026,100
11245,Muranga County,Total Perinatal Deaths,May 2025,26
11246,Muranga County,Total Perinatal Deaths,June 2025,25
11247,Muranga County,Total Perinatal Deaths,July 2025,24
11248,Muranga County,Total Perinatal Deaths,August 2025,31
11249,Muranga County,Total Perinatal Deaths,September 2025,35
11250,Muranga County,Total Perinatal Deaths,October 2025,45
11251,Muranga County,Total Perinatal Deaths,November 2025,30
11252,Muranga County,Total Perinatal Deaths,December 2025,29
11253,Muranga County,Total Perinatal Deaths,January 2026,39
11254,Muranga County,Total Perinatal Deaths,February 2026,36
11255,Muranga County,Total Perinatal Deaths,March 2026,32
11256,Muranga County,Total Perinatal Deaths,April 2026,31
11257,Nairobi County,Total Perinatal Deaths,May 2025,275
11258,Nairobi County,Total Perinatal Deaths,June 2025,276
11259,Nairobi County,Total Perinatal Deaths,July 2025,205
11260,Nairobi County,Total Perinatal Deaths,August 2025,209
11261,Nairobi County,Total Perinatal Deaths,September 2025,219
11262,Nairobi County,Total Perinatal Deaths,October 2025,240
11263,Nairobi County,Total Perinatal Deaths,November 2025,236
11264,Nairobi County,Total Perinatal Deaths,December 2025,248
11265,Nairobi County,Total Perinatal Deaths,January 2026,187
11266,Nairobi County,Total Perinatal Deaths,February 2026,246
11267,Nairobi County,Total Perinatal Deaths,March 2026,270
11268,Nairobi County,Total Perinatal Deaths,April 2026,213
11269,Nakuru County,Total Perinatal Deaths,May 2025,115
11270,Nakuru County,Total Perinatal Deaths,June 2025,94
11271,Nakuru County,Total Perinatal Deaths,July 2025,128
11272,Nakuru County,Total Perinatal Deaths,August 2025,137
11273,Nakuru County,Total Perinatal Deaths,September 2025,182
11274,Nakuru County,Total Perinatal Deaths,October 2025,112
11275,Nakuru County,Total Perinatal Deaths,November 2025,115
11276,Nakuru County,Total Perinatal Deaths,December 2025,105
11277,Nakuru County,Total Perinatal Deaths,January 2026,118
11278,Nakuru County,Total Perinatal Deaths,February 2026,117
11279,Nakuru County,Total Perinatal Deaths,March 2026,120
11280,Nakuru County,Total Perinatal Deaths,April 2026,104
11281,Nandi County,Total Perinatal Deaths,May 2025,34
11282,Nandi County,Total Perinatal Deaths,June 2025,37
11283,Nandi County,Total Perinatal Deaths,July 2025,27
11284,Nandi County,Total Perinatal Deaths,August 2025,44
11285,Nandi County,Total Perinatal Deaths,September 2025,35
11286,Nandi County,Total Perinatal Deaths,October 2025,38
11287,Nandi County,Total Perinatal Deaths,November 2025,24
11288,Nandi County,Total Perinatal Deaths,December 2025,37
11289,Nandi County,Total Perinatal Deaths,January 2026,53
11290,Nandi County,Total Perinatal Deaths,February 2026,28
11291,Nandi County,Total Perinatal Deaths,March 2026,29
11292,Nandi County,Total Perinatal Deaths,April 2026,32
11293,Narok County,Total Perinatal Deaths,May 2025,52
11294,Narok County,Total Perinatal Deaths,June 2025,37
11295,Narok County,Total Perinatal Deaths,July 2025,50
11296,Narok County,Total Perinatal Deaths,August 2025,63
11297,Narok County,Total Perinatal Deaths,September 2025,27
11298,Narok County,Total Perinatal Deaths,October 2025,40
11299,Narok County,Total Perinatal Deaths,November 2025,41
11300,Narok County,Total Perinatal Deaths,December 2025,61
11301,Narok County,Total Perinatal Deaths,January 2026,35
11302,Narok County,Total Perinatal Deaths,February 2026,66
11303,Narok County,Total Perinatal Deaths,March 2026,38
11304,Narok County,Total Perinatal Deaths,April 2026,38
11305,Nyamira County,Total Perinatal Deaths,May 2025,7
11306,Nyamira County,Total Perinatal Deaths,June 2025,8
11307,Nyamira County,Total Perinatal Deaths,July 2025,17
11308,Nyamira County,Total Perinatal Deaths,August 2025,13
11309,Nyamira County,Total Perinatal Deaths,September 2025,12
11310,Nyamira County,Total Perinatal Deaths,October 2025,20
11311,Nyamira County,Total Perinatal Deaths,November 2025,6
11312,Nyamira County,Total Perinatal Deaths,December 2025,17
11313,Nyamira County,Total Perinatal Deaths,January 2026,11
11314,Nyamira County,Total Perinatal Deaths,February 2026,17
11315,Nyamira County,Total Perinatal Deaths,March 2026,11
11316,Nyamira County,Total Perinatal Deaths,April 2026,21
11317,Nyandarua County,Total Perinatal Deaths,May 2025,11
11318,Nyandarua County,Total Perinatal Deaths,June 2025,10
11319,Nyandarua County,Total Perinatal Deaths,July 2025,7
11320,Nyandarua County,Total Perinatal Deaths,August 2025,9
11321,Nyandarua County,Total Perinatal Deaths,September 2025,16
11322,Nyandarua County,Total Perinatal Deaths,October 2025,18
11323,Nyandarua County,Total Perinatal Deaths,November 2025,11
11324,Nyandarua County,Total Perinatal Deaths,December 2025,23
11325,Nyandarua County,Total Perinatal Deaths,January 2026,14
11326,Nyandarua County,Total Perinatal Deaths,February 2026,8
11327,Nyandarua County,Total Perinatal Deaths,March 2026,15
11328,Nyandarua County,Total Perinatal Deaths,April 2026,4
11329,Nyeri County,Total Perinatal Deaths,May 2025,19
11330,Nyeri County,Total Perinatal Deaths,June 2025,18
11331,Nyeri County,Total Perinatal Deaths,July 2025,26
11332,Nyeri County,Total Perinatal Deaths,August 2025,21
11333,Nyeri County,Total Perinatal Deaths,September 2025,26
11334,Nyeri County,Total Perinatal Deaths,October 2025,24
11335,Nyeri County,Total Perinatal Deaths,November 2025,25
11336,Nyeri County,Total Perinatal Deaths,December 2025,27
11337,Nyeri County,Total Perinatal Deaths,January 2026,25
11338,Nyeri County,Total Perinatal Deaths,February 2026,31
11339,Nyeri County,Total Perinatal Deaths,March 2026,25
11340,Nyeri County,Total Perinatal Deaths,April 2026,26
11341,Samburu County,Total Perinatal Deaths,May 2025,12
11342,Samburu County,Total Perinatal Deaths,June 2025,15
11343,Samburu County,Total Perinatal Deaths,July 2025,9
11344,Samburu County,Total Perinatal Deaths,August 2025,9
11345,Samburu County,Total Perinatal Deaths,September 2025,11
11346,Samburu County,Total Perinatal Deaths,November 2025,11
11347,Samburu County,Total Perinatal Deaths,December 2025,4
11348,Samburu County,Total Perinatal Deaths,January 2026,9
11349,Samburu County,Total Perinatal Deaths,February 2026,3
11350,Samburu County,Total Perinatal Deaths,March 2026,19
11351,Samburu County,Total Perinatal Deaths,April 2026,13
11352,Siaya County,Total Perinatal Deaths,May 2025,41
11353,Siaya County,Total Perinatal Deaths,June 2025,25
11354,Siaya County,Total Perinatal Deaths,July 2025,35
11355,Siaya County,Total Perinatal Deaths,August 2025,48
11356,Siaya County,Total Perinatal Deaths,September 2025,32
11357,Siaya County,Total Perinatal Deaths,October 2025,25
11358,Siaya County,Total Perinatal Deaths,November 2025,30
11359,Siaya County,Total Perinatal Deaths,December 2025,33
11360,Siaya County,Total Perinatal Deaths,January 2026,42
11361,Siaya County,Total Perinatal Deaths,February 2026,32
11362,Siaya County,Total Perinatal Deaths,March 2026,38
11363,Siaya County,Total Perinatal Deaths,April 2026,38
11364,Taita Taveta County,Total Perinatal Deaths,May 2025,17
11365,Taita Taveta County,Total Perinatal Deaths,June 2025,14
11366,Taita Taveta County,Total Perinatal Deaths,July 2025,18
11367,Taita Taveta County,Total Perinatal Deaths,August 2025,14
11368,Taita Taveta County,Total Perinatal Deaths,September 2025,24
11369,Taita Taveta County,Total Perinatal Deaths,October 2025,13
11370,Taita Taveta County,Total Perinatal Deaths,November 2025,12
11371,Taita Taveta County,Total Perinatal Deaths,December 2025,9
11372,Taita Taveta County,Total Perinatal Deaths,January 2026,10
11373,Taita Taveta County,Total Perinatal Deaths,February 2026,12
11374,Taita Taveta County,Total Perinatal Deaths,March 2026,12
11375,Taita Taveta County,Total Perinatal Deaths,April 2026,16
11376,Tana River County,Total Perinatal Deaths,May 2025,22
11377,Tana River County,Total Perinatal Deaths,June 2025,27
11378,Tana River County,Total Perinatal Deaths,July 2025,28
11379,Tana River County,Total Perinatal Deaths,August 2025,16
11380,Tana River County,Total Perinatal Deaths,September 2025,14
11381,Tana River County,Total Perinatal Deaths,October 2025,17
11382,Tana River County,Total Perinatal Deaths,November 2025,29
11383,Tana River County,Total Perinatal Deaths,December 2025,20
11384,Tana River County,Total Perinatal Deaths,January 2026,16
11385,Tana River County,Total Perinatal Deaths,February 2026,22
11386,Tana River County,Total Perinatal Deaths,March 2026,32
11387,Tana River County,Total Perinatal Deaths,April 2026,12
11388,Tharaka Nithi County,Total Perinatal Deaths,May 2025,14
11389,Tharaka Nithi County,Total Perinatal Deaths,June 2025,10
11390,Tharaka Nithi County,Total Perinatal Deaths,July 2025,10
11391,Tharaka Nithi County,Total Perinatal Deaths,August 2025,8
11392,Tharaka Nithi County,Total Perinatal Deaths,September 2025,12
11393,Tharaka Nithi County,Total Perinatal Deaths,October 2025,13
11394,Tharaka Nithi County,Total Perinatal Deaths,November 2025,11
11395,Tharaka Nithi County,Total Perinatal Deaths,December 2025,12
11396,Tharaka Nithi County,Total Perinatal Deaths,January 2026,18
11397,Tharaka Nithi County,Total Perinatal Deaths,February 2026,16
11398,Tharaka Nithi County,Total Perinatal Deaths,March 2026,11
11399,Tharaka Nithi County,Total Perinatal Deaths,April 2026,11
11400,Trans Nzoia County,Total Perinatal Deaths,May 2025,63
11401,Trans Nzoia County,Total Perinatal Deaths,June 2025,61
11402,Trans Nzoia County,Total Perinatal Deaths,July 2025,86
11403,Trans Nzoia County,Total Perinatal Deaths,August 2025,40
11404,Trans Nzoia County,Total Perinatal Deaths,September 2025,29
11405,Trans Nzoia County,Total Perinatal Deaths,October 2025,44
11406,Trans Nzoia County,Total Perinatal Deaths,November 2025,53
11407,Trans Nzoia County,Total Perinatal Deaths,December 2025,42
11408,Trans Nzoia County,Total Perinatal Deaths,January 2026,57
11409,Trans Nzoia County,Total Perinatal Deaths,February 2026,49
11410,Trans Nzoia County,Total Perinatal Deaths,March 2026,66
11411,Trans Nzoia County,Total Perinatal Deaths,April 2026,73
11412,Turkana County,Total Perinatal Deaths,May 2025,36
11413,Turkana County,Total Perinatal Deaths,June 2025,39
11414,Turkana County,Total Perinatal Deaths,July 2025,24
11415,Turkana County,Total Perinatal Deaths,August 2025,40
11416,Turkana County,Total Perinatal Deaths,September 2025,34
11417,Turkana County,Total Perinatal Deaths,October 2025,31
11418,Turkana County,Total Perinatal Deaths,November 2025,26
11419,Turkana County,Total Perinatal Deaths,December 2025,41
11420,Turkana County,Total Perinatal Deaths,January 2026,33
11421,Turkana County,Total Perinatal Deaths,February 2026,46
11422,Turkana County,Total Perinatal Deaths,March 2026,28
11423,Turkana County,Total Perinatal Deaths,April 2026,56
11424,Uasin Gishu County,Total Perinatal Deaths,May 2025,39
11425,Uasin Gishu County,Total Perinatal Deaths,June 2025,42
11426,Uasin Gishu County,Total Perinatal Deaths,July 2025,46
11427,Uasin Gishu County,Total Perinatal Deaths,August 2025,59
11428,Uasin Gishu County,Total Perinatal Deaths,September 2025,57
11429,Uasin Gishu County,Total Perinatal Deaths,October 2025,50
11430,Uasin Gishu County,Total Perinatal Deaths,November 2025,37
11431,Uasin Gishu County,Total Perinatal Deaths,December 2025,53
11432,Uasin Gishu County,Total Perinatal Deaths,January 2026,66
11433,Uasin Gishu County,Total Perinatal Deaths,February 2026,55
11434,Uasin Gishu County,Total Perinatal Deaths,March 2026,45
11435,Uasin Gishu County,Total Perinatal Deaths,April 2026,53
11436,Vihiga County,Total Perinatal Deaths,May 2025,22
11437,Vihiga County,Total Perinatal Deaths,June 2025,17
11438,Vihiga County,Total Perinatal Deaths,July 2025,19
11439,Vihiga County,Total Perinatal Deaths,August 2025,26
11440,Vihiga County,Total Perinatal Deaths,September 2025,16
11441,Vihiga County,Total Perinatal Deaths,October 2025,19
11442,Vihiga County,Total Perinatal Deaths,November 2025,13
11443,Vihiga County,Total Perinatal Deaths,December 2025,21
11444,Vihiga County,Total Perinatal Deaths,January 2026,26
11445,Vihiga County,Total Perinatal Deaths,February 2026,12
11446,Vihiga County,Total Perinatal Deaths,March 2026,20
11447,Vihiga County,Total Perinatal Deaths,April 2026,32
11448,Wajir County,Total Perinatal Deaths,May 2025,43
11449,Wajir County,Total Perinatal Deaths,June 2025,32
11450,Wajir County,Total Perinatal Deaths,July 2025,32
11451,Wajir County,Total Perinatal Deaths,August 2025,18
11452,Wajir County,Total Perinatal Deaths,September 2025,27
11453,Wajir County,Total Perinatal Deaths,October 2025,28
11454,Wajir County,Total Perinatal Deaths,November 2025,24
11455,Wajir County,Total Perinatal Deaths,December 2025,27
11456,Wajir County,Total Perinatal Deaths,January 2026,30
11457,Wajir County,Total Perinatal Deaths,February 2026,20
11458,Wajir County,Total Perinatal Deaths,March 2026,30
11459,Wajir County,Total Perinatal Deaths,April 2026,33
11460,West Pokot County,Total Perinatal Deaths,May 2025,30
11461,West Pokot County,Total Perinatal Deaths,June 2025,49
11462,West Pokot County,Total Perinatal Deaths,July 2025,44
11463,West Pokot County,Total Perinatal Deaths,August 2025,69
11464,West Pokot County,Total Perinatal Deaths,September 2025,57
11465,West Pokot County,Total Perinatal Deaths,October 2025,57
11466,West Pokot County,Total Perinatal Deaths,November 2025,52
11467,West Pokot County,Total Perinatal Deaths,December 2025,65
11468,West Pokot County,Total Perinatal Deaths,January 2026,62
11469,West Pokot County,Total Perinatal Deaths,February 2026,80
11470,West Pokot County,Total Perinatal Deaths,March 2026,75
11471,West Pokot County,Total Perinatal Deaths,April 2026,70
11472,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11473,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11474,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,4
11475,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11476,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11477,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
11478,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11479,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11480,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11481,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,6
11482,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11483,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11484,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
11485,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11486,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11487,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11488,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11489,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,4
11490,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11491,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11492,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11493,Meru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11494,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11495,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
11496,Nyandarua County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11497,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11498,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
11499,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
11500,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
11501,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11502,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11503,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11504,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11505,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11506,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,8
11507,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11508,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11509,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
11510,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11511,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,4
11512,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11513,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11514,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11515,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11516,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11517,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,3
11518,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11519,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11520,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,3
11521,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
11522,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11523,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11524,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11525,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11526,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11527,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,4
11528,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11529,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11530,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
11531,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11532,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11533,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11534,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11535,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11536,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11537,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11538,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
11539,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11540,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
11541,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11542,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11543,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11544,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11545,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11546,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11547,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11548,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11549,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11550,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
11551,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11552,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11553,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11554,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
11555,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11556,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11557,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11558,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11559,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11560,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11561,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11562,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11563,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11564,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11565,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11566,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11567,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11568,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
11569,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
11570,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,5
11571,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
11572,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
11573,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11574,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11575,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11576,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11577,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11578,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11579,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11580,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11581,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11582,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,4
11583,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11584,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11585,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11586,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
